IL,ITOT,VOUT,VDROP
0.0001,+3.607991E-03,1.39684353,0.66237057
0.0003,+3.790801E-03,1.39683742,0.61004
0.0005,+3.986014E-03,1.39686805,0.557661922
0.001,+4.481088E-03,1.39688217,0.426738527
0.002,+5.475234E-03,1.39675503,0.164121386
0.003,+6.467070E-03,1.39690777,-0.0975337784
0.004,+7.455133E-03,1.39668302,-0.358591694
0.005,+8.445824E-03,1.39677797,-0.620171336
0.006,+9.436173E-03,1.39669332,-0.881899305
0.007,+1.042805E-02,1.39674146,-1.14363337
0.008,+1.049985E-02,1.37717907,-1.40541477
0.009,+1.049984E-02,1.13821404,-1.66716698
0.01,+1.049984E-02,0.91649083,-1.92871349
