VIN,ITOT,VOUT,VDROP
1.8,+7.004823E-03,1.69415955,-0.0106612838
1.775,+6.984228E-03,1.69396884,-0.0106697402
1.75,+6.967411E-03,1.69361238,-0.0106694984
1.725,+6.954589E-03,1.69313613,-0.0106560215
1.7,+6.895351E-03,1.68219673,-0.0106602691
1.675,+6.738681E-03,1.65737712,-0.010660233
1.65,+6.582864E-03,1.63250132,-0.0106500559
1.625,+6.428561E-03,1.60760138,-0.0106563523
1.6,+6.277165E-03,1.58273678,-0.0106616841
1.575,+6.129110E-03,1.55784488,-0.0106608474
1.55,+5.984745E-03,1.53293538,-0.0106682085
1.525,+5.844711E-03,1.50805864,-0.0106651756
1.5,+5.709192E-03,1.48312839,-0.0106771236
1.475,+5.578145E-03,1.45823985,-0.0106769568
1.45,+5.451685E-03,1.43332094,-0.0106763118
1.425,+5.329552E-03,1.40842901,-0.0106775878
1.4,+5.211568E-03,1.38347937,-0.0106851296
1.375,+5.097341E-03,1.35858123,-0.0106840677
1.35,+4.986004E-03,1.33364267,-0.0106831587
1.325,+4.877680E-03,1.30872621,-0.0106729315
1.3,+4.771471E-03,1.2837674,-0.0106760088
1.275,+4.667267E-03,1.25886157,-0.0106772042
1.25,+4.564517E-03,1.23390033,-0.0106837452
1.225,+4.463129E-03,1.2089885,-0.0106688117
1.2,+4.362689E-03,1.18408006,-0.0106835812
1.175,+4.262886E-03,1.15910496,-0.0106871701
1.15,+4.163746E-03,1.13418246,-0.0106817187
1.125,+4.064853E-03,1.10921403,-0.0106764898
1.1,+3.966510E-03,1.0842798,-0.0106779603
1.075,+3.868275E-03,1.05929514,-0.0106757225
1.05,+3.770349E-03,1.03436174,-0.0106786942
1.025,+3.672385E-03,1.00935608,-0.0106798173
1.0,+3.574786E-03,0.984411567,-0.0106799813
