IL,ITOT,VOUT,VDROP,VISET
0.0001,+3.438133E-04,1.49786957,1.46390341,1.4794001470588236
0.0003,+5.228124E-04,1.49746183,1.41123488,1.4265401470588235
0.0005,+7.161758E-04,1.49721315,1.35860898,1.3736801470588236
0.001,+1.209222E-03,1.49695693,1.22717451,1.2415301470588234
0.002,+2.199551E-03,1.49667972,0.963944894,0.9772301470588235
0.003,+3.190259E-03,1.49653908,0.700701257,0.7129301470588235
0.004,+4.181349E-03,1.49641357,0.437503004,0.4486301470588234
0.005,+5.174635E-03,1.49629374,0.173542579,0.18433014705882345
0.006,+6.166132E-03,1.49625421,-0.0895495926,-0.07996985294117676
0.007,+7.154382E-03,1.49618648,-0.351883061,-0.34426985294117673
0.008,+8.145125E-03,1.49608038,-0.615125966,-0.6085698529411765
0.009,+9.135690E-03,1.4960687,-0.878292345,-0.8728698529411765
0.01,+1.012671E-02,1.49600732,-1.14148553,-1.137169852941177
