IL,ITOT,VOUT,VDROP
0.0001,+3.600167E-03,1.39544255,0.661461863
0.0003,+3.786662E-03,1.39554953,0.609239552
0.0005,+3.982063E-03,1.39563354,0.556982785
0.001,+4.476625E-03,1.39555639,0.426420356
0.002,+5.469908E-03,1.39536013,0.164416368
0.003,+6.459761E-03,1.39547555,-0.096632891
0.004,+7.447119E-03,1.39541013,-0.357063078
0.005,+8.436671E-03,1.39547211,-0.618011107
0.006,+9.426287E-03,1.39541647,-0.879095039
0.007,+1.041550E-02,1.39547669,-1.14023202
0.008,+1.049985E-02,1.3740853,-1.40135996
0.009,+1.049984E-02,1.13696237,-1.66248431
0.01,+1.049984E-02,0.913794903,-1.92338967
