VIN,ITOT,VOUT,VDROP
1.8,+6.670615E-03,1.49571998,-0.0471460808
1.775,+6.638514E-03,1.4956236,-0.0471432203
1.75,+6.619870E-03,1.4955338,-0.0471479878
1.725,+6.602370E-03,1.49541743,-0.0471422195
1.7,+6.585996E-03,1.49534293,-0.0471429951
1.675,+6.568958E-03,1.49512853,-0.0471301104
1.65,+6.551845E-03,1.49490446,-0.0471276946
1.625,+6.536110E-03,1.49483745,-0.0471385084
1.6,+6.518336E-03,1.49465748,-0.0471351558
1.575,+6.501865E-03,1.4944878,-0.0471214232
1.55,+6.485262E-03,1.49437716,-0.0471348973
1.525,+6.470081E-03,1.49434232,-0.0471140788
1.5,+6.413009E-03,1.48433143,-0.0471194412
1.475,+6.255942E-03,1.45949202,-0.0471292986
1.45,+6.100054E-03,1.43457665,-0.0471296461
1.425,+5.947412E-03,1.40966951,-0.0471164306
1.4,+5.798261E-03,1.38474625,-0.0471256375
1.375,+5.653830E-03,1.35983561,-0.0471289734
1.35,+5.514163E-03,1.33488355,-0.0471250538
1.325,+5.380645E-03,1.30996284,-0.0471210591
1.3,+5.252076E-03,1.28500382,-0.0471340355
1.275,+5.128915E-03,1.26008244,-0.0471238806
1.25,+5.010561E-03,1.23512784,-0.0471175925
1.225,+4.896565E-03,1.21018921,-0.0471209145
1.2,+4.786177E-03,1.18525994,-0.0471196302
1.175,+4.678658E-03,1.16027538,-0.0471302104
1.15,+4.573680E-03,1.13532501,-0.047125329
1.125,+4.470532E-03,1.11033132,-0.0471335102
1.1,+4.368846E-03,1.08536049,-0.0471347027
1.075,+4.268069E-03,1.06035502,-0.0471207144
1.05,+4.168127E-03,1.03540567,-0.0471273472
1.025,+4.068693E-03,1.01037249,-0.0471296322
1.0,+3.969678E-03,0.985383051,-0.0471095337
