IL,ITOT,VOUT,VDROP
0.0001,+2.428570E-03,0.990484371,0.466277069
0.0003,+2.618485E-03,0.990476529,0.413681131
0.0005,+2.816493E-03,0.990373202,0.361094262
0.001,+3.315961E-03,0.990171662,0.228879753
0.002,+4.313835E-03,0.990316227,-0.0339792283
0.003,+5.307121E-03,0.990351636,-0.295969273
0.004,+6.305141E-03,0.99062115,-0.558801191
0.005,+7.302361E-03,0.990653832,-0.821695102
0.006,+8.298608E-03,0.990464719,-1.08448732
0.007,+9.294716E-03,0.99052718,-1.34702598
0.008,+1.029213E-02,0.99057932,-1.60976
0.009,+1.049989E-02,0.989477926,-1.87250121
0.01,+1.049987E-02,0.70782676,-2.13519291
