IL,ITOT,VOUT,VDROP
0.0001,+3.190110E-03,1.38961172,0.666082534
0.0003,+3.378660E-03,1.38988746,0.613475562
0.0005,+3.576316E-03,1.38971163,0.560905516
0.001,+4.073688E-03,1.38983614,0.429402522
0.002,+5.073657E-03,1.38987317,0.165638966
0.003,+6.070796E-03,1.38991218,-0.0972213947
0.004,+7.065360E-03,1.38998543,-0.359412042
0.005,+8.063044E-03,1.3902105,-0.622126505
0.006,+9.059797E-03,1.38988049,-0.884934443
0.007,+1.005518E-02,1.39019485,-1.14778613
0.008,+1.049990E-02,1.3896508,-1.41063135
0.009,+1.049989E-02,1.14445491,-1.6734177
0.01,+1.049988E-02,0.905355103,-1.93595166
