IL,ITOT,VOUT,VDROP
0.0001,+3.000573E-03,1.28994837,0.615999723
0.0003,+3.189664E-03,1.28999604,0.563409615
0.0005,+3.387237E-03,1.29005718,0.510805472
0.001,+3.884938E-03,1.2901206,0.379380883
0.002,+4.884128E-03,1.29012497,0.115729599
0.003,+5.881990E-03,1.28995945,-0.147085279
0.004,+6.875224E-03,1.29011725,-0.409207426
0.005,+7.872154E-03,1.29008415,-0.672145746
0.006,+8.867851E-03,1.29011182,-0.934657098
0.007,+9.865372E-03,1.29040234,-1.19751977
0.008,+1.049990E-02,1.28999965,-1.46029086
0.009,+1.049987E-02,1.09309664,-1.72305309
0.01,+1.049989E-02,0.855962647,-1.9856782
