IL,ITOT,VOUT,VDROP
0.0001,+1.859993E-03,0.691942568,0.316517671
0.0003,+2.048927E-03,0.691799571,0.26395662
0.0005,+2.248459E-03,0.691486804,0.210571407
0.001,+2.748495E-03,0.691726304,0.0791417591
0.002,+3.744586E-03,0.691500035,-0.183613916
0.003,+4.738647E-03,0.691249687,-0.445600588
0.004,+5.736351E-03,0.691530779,-0.708464482
0.005,+6.732746E-03,0.691564821,-0.971208908
0.006,+7.730130E-03,0.69163302,-1.23398828
0.007,+8.727121E-03,0.691753295,-1.49651903
0.008,+9.723368E-03,0.691628181,-1.75921131
0.009,+1.049989E-02,0.691361319,-2.02185724
0.01,+1.049987E-02,0.688975263,-2.28448949
