IL,ITOT,VOUT,VDROP
0.0001,+4.025913E-03,1.60141495,-0.0105101861
0.0003,+4.183032E-03,1.60141899,-0.0105263956
0.0005,+4.375079E-03,1.60163548,-0.0105457158
0.001,+4.866341E-03,1.60134355,-0.0105761666
0.002,+5.855049E-03,1.60100133,-0.010629785
0.003,+6.847049E-03,1.60092626,-0.0107026874
0.004,+7.836679E-03,1.60092346,-0.0107711503
0.005,+8.823593E-03,1.60103426,-0.010820749
0.006,+9.810192E-03,1.600902,-0.0108816256
0.007,+1.049996E-02,1.5998979,-0.0109624201
0.008,+1.049996E-02,1.44719722,-0.0110189879
0.009,+1.049995E-02,1.26458414,-0.0110952957
0.01,+1.049996E-02,1.04144634,-0.011158866
