IL,ITOT,VOUT,VDROP
0.0001,+2.861742E-03,1.00369584,-0.0105790771
0.0003,+3.029890E-03,1.00370051,-0.0105994676
0.0005,+3.224344E-03,1.00351205,-0.0106192659
0.001,+3.724227E-03,1.00323421,-0.0106404514
0.002,+4.718766E-03,1.00277838,-0.0107000298
0.003,+5.707148E-03,1.00231484,-0.0107668943
0.004,+6.698042E-03,1.0019934,-0.0108201735
0.005,+7.689469E-03,1.0020223,-0.0108902655
0.006,+8.679175E-03,1.00187514,-0.0109452571
0.007,+9.668714E-03,1.00187556,-0.0110136088
0.008,+1.049996E-02,1.00130433,-0.0110832198
0.009,+1.049995E-02,0.998582416,-0.0111378501
0.01,+1.049994E-02,0.745260723,-0.0112099241
