IL,ITOT,VOUT,VDROP
0.0001,+3.056641E-03,1.10305074,-0.0105754188
0.0003,+3.223578E-03,1.10314025,-0.0105855042
0.0005,+3.416086E-03,1.10289166,-0.0106050023
0.001,+3.912117E-03,1.10232746,-0.0106401233
0.002,+4.908783E-03,1.1022029,-0.0107035046
0.003,+5.900115E-03,1.10182741,-0.0107668248
0.004,+6.888889E-03,1.10190269,-0.0108201096
0.005,+7.877895E-03,1.10170464,-0.0108801661
0.006,+8.867741E-03,1.1016276,-0.0109492518
0.007,+9.856929E-03,1.10157835,-0.0110089386
0.008,+1.049997E-02,1.10022742,-0.0110722866
0.009,+1.049995E-02,1.0685761,-0.0111467485
0.01,+1.049994E-02,0.793343045,-0.0112132321
