IL,ITOT,VOUT,VDROP
0.0001,+3.446681E-03,1.30227342,-0.0105564711
0.0003,+3.609522E-03,1.30242936,-0.0105660701
0.0005,+3.801698E-03,1.3022953,-0.0105968962
0.001,+4.295866E-03,1.30228471,-0.0106164971
0.002,+5.291217E-03,1.30194533,-0.0106774182
0.003,+6.281263E-03,1.3018717,-0.0107275284
0.004,+7.268424E-03,1.30175025,-0.0107946709
0.005,+8.258787E-03,1.30158766,-0.0108497959
0.006,+9.246774E-03,1.30152166,-0.010926315
0.007,+1.023584E-02,1.3014645,-0.010982185
0.008,+1.049996E-02,1.29954502,-0.0110451216
0.009,+1.049996E-02,1.1022572,-0.0111023427
0.01,+1.049995E-02,0.892804375,-0.0111817361
