VIN,ITOT,VOUT,VDROP
3.3,+3.211271E-03,1.19513065,-0.288722344
3.2,+3.195629E-03,1.19502486,-0.288715341
3.1,+3.184665E-03,1.19491673,-0.28872029
3.0,+3.174553E-03,1.1948833,-0.288684768
2.9,+3.164796E-03,1.19477356,-0.288675617
2.8,+3.155504E-03,1.19475883,-0.288667547
2.7,+3.146131E-03,1.19468748,-0.288659999
2.6,+3.137273E-03,1.19465635,-0.288722366
2.5,+3.128152E-03,1.19464793,-0.288708706
2.4,+3.119030E-03,1.19463817,-0.288674933
2.3,+3.109972E-03,1.19459645,-0.288662988
2.2,+3.098726E-03,1.19461998,-0.288664041
2.1,+3.058040E-03,1.19450816,-0.288654876
2.0,+2.882645E-03,1.11206742,-0.288660683
1.9,+2.680646E-03,1.01366353,-0.288714224
1.8,+2.477046E-03,0.915337511,-0.288719667
1.7,+2.273414E-03,0.817063755,-0.288823929
1.6,+2.070012E-03,0.718970552,-0.288800058
1.5,+1.866960E-03,0.621003751,-0.288803455
1.4,+1.664527E-03,0.523232396,-0.288799769
1.3,+1.462312E-03,0.425660248,-0.288812671
1.2,+1.260735E-03,0.328496923,-0.28884512
