VIN,ITOT,VOUT,VDROP
3.3,+3.245242E-03,2.22467982,-0.978559053
3.2,+3.186564E-03,2.2264828,-0.978560904
3.1,+3.164678E-03,2.22688226,-0.978564168
3.0,+3.148284E-03,2.22718914,-0.978545078
2.9,+3.131907E-03,2.22737844,-0.978547486
2.8,+3.103658E-03,2.22745538,-0.978553699
2.7,+3.041685E-03,2.22741526,-0.978545192
2.6,+2.947112E-03,1.88464184,-0.978633998
2.5,+2.847299E-03,1.79841551,-0.978684175
2.4,+2.744260E-03,1.70101636,-0.978717447
2.3,+2.641042E-03,1.60286052,-0.978740634
2.2,+2.538052E-03,1.50465275,-0.978762912
2.1,+2.434836E-03,1.40631191,-0.978800838
2.0,+2.331665E-03,1.30794023,-0.978857011
