VIN,ITOT,VOUT,VDROP
3.3,+3.277357E-03,1.19190987,-1.78727043
3.2,+3.205406E-03,1.19176254,-1.78728676
3.1,+3.180515E-03,1.19166258,-1.78728669
3.0,+3.163785E-03,1.19151076,-1.78728512
2.9,+3.149607E-03,1.19144862,-1.78726633
2.8,+3.136990E-03,1.19132211,-1.78727917
2.7,+3.125336E-03,1.19124567,-1.78726354
2.6,+3.114002E-03,1.19118029,-1.78727958
2.5,+3.103074E-03,1.19113234,-1.78729326
2.4,+3.092645E-03,1.19108139,-1.78732008
2.3,+3.082474E-03,1.19100752,-1.7873102
2.2,+3.072018E-03,1.19099186,-1.78727436
2.1,+3.061204E-03,1.19089316,-1.78727933
2.0,+3.044246E-03,1.19077113,-1.78727366
1.9,+3.001512E-03,1.18932318,-1.78728422
1.8,+2.907489E-03,1.09494144,-1.78728013
1.7,+2.807162E-03,0.997121392,-1.7873137
1.6,+2.703977E-03,0.89856233,-1.78737242
1.5,+2.600193E-03,0.799820579,-1.78739322
1.4,+2.496636E-03,0.701086636,-1.78740754
1.3,+2.392517E-03,0.602234036,-1.78748355
1.2,+2.288667E-03,0.503456999,-1.78747716
