IL,ITOT,VOUT,VDROP
0.0001,+3.897994E-03,1.59345224,0.759784299
0.0003,+4.092420E-03,1.59372986,0.708080649
0.0005,+4.288290E-03,1.59376557,0.65635295
0.001,+4.777485E-03,1.59367243,0.52706074
0.002,+5.757178E-03,1.59370333,0.268726117
0.003,+6.740214E-03,1.5936531,0.00937957755
0.004,+7.719457E-03,1.59394073,-0.249031303
0.005,+8.696190E-03,1.5940556,-0.506943549
0.006,+9.674526E-03,1.59395446,-0.765238325
0.007,+1.049991E-02,1.59327827,-1.02374277
0.008,+1.049990E-02,1.44984256,-1.28224606
0.009,+1.049989E-02,1.25935198,-1.54071267
0.01,+1.049989E-02,1.02502546,-1.79920428
