IL,ITOT,VOUT,VDROP
0.0001,+2.749036E-03,0.994538683,0.465327208
0.0003,+2.945628E-03,0.994216287,0.413640394
0.0005,+3.140883E-03,0.994365291,0.361930717
0.001,+3.633792E-03,0.994198922,0.231935232
0.002,+4.613854E-03,0.994276057,-0.0265415597
0.003,+5.590494E-03,0.994285141,-0.28424813
0.004,+6.570556E-03,0.99430395,-0.542778284
0.005,+7.550260E-03,0.993970402,-0.801338506
0.006,+8.530409E-03,0.994168311,-1.05984846
0.007,+9.508876E-03,0.99418827,-1.31808102
0.008,+1.049003E-02,0.99441958,-1.57660856
0.009,+1.049990E-02,0.990030918,-1.83506853
0.01,+1.049989E-02,0.734221334,-2.09350566
