IL,ITOT,VOUT,VDROP
0.0001,+4.087529E-03,1.69357987,0.809001556
0.0003,+4.281413E-03,1.69355379,0.757276739
0.0005,+4.475357E-03,1.69349719,0.70555815
0.001,+4.965933E-03,1.69352947,0.57628367
0.002,+5.947572E-03,1.69375403,0.317750874
0.003,+6.930787E-03,1.69409529,0.0584673594
0.004,+7.909896E-03,1.69409257,-0.199942477
0.005,+8.886483E-03,1.69410765,-0.457684005
0.006,+9.867377E-03,1.69417119,-0.716197178
0.007,+1.049991E-02,1.66621573,-0.97468642
0.008,+1.049990E-02,1.50793034,-1.23317719
0.009,+1.049990E-02,1.31103937,-1.49145071
0.01,+1.049989E-02,1.07267574,-1.7499266
