IL,ITOT,VOUT,VDROP
0.0001,+2.943222E-03,1.09403798,0.514313642
0.0003,+3.136635E-03,1.09415382,0.462821647
0.0005,+3.331292E-03,1.09381458,0.411136529
0.001,+3.820346E-03,1.09380505,0.281804712
0.002,+4.804112E-03,1.09370969,0.0224811697
0.003,+5.783793E-03,1.09387797,-0.235937376
0.004,+6.760362E-03,1.09396084,-0.493832815
0.005,+7.740156E-03,1.09373146,-0.752122039
0.006,+8.720098E-03,1.09377335,-1.01062471
0.007,+9.699180E-03,1.09382968,-1.26914696
0.008,+1.049992E-02,1.09315385,-1.52761683
0.009,+1.049989E-02,1.06366846,-1.78612907
0.01,+1.049989E-02,0.783893847,-2.04431948
