VIN,ITOT,VOUT,VDROP
3.3,+3.222703E-03,1.59312339,0.10473553
3.2,+3.207676E-03,1.59304358,0.104764254
3.1,+3.197180E-03,1.59292787,0.104740158
3.0,+3.187270E-03,1.59283693,0.104749343
2.9,+3.177759E-03,1.59277525,0.104735469
2.8,+3.167982E-03,1.5927318,0.104732052
2.7,+3.158365E-03,1.59271096,0.104714647
2.6,+3.146916E-03,1.59271154,0.104718
2.5,+3.111883E-03,1.59272331,0.104730721
2.4,+2.967878E-03,1.53696595,0.104730423
2.3,+2.770318E-03,1.43886797,0.104701023
2.2,+2.567359E-03,1.34078036,0.104678695
2.1,+2.364137E-03,1.24272963,0.104654074
2.0,+2.161284E-03,1.14478908,0.104650871
1.9,+1.958582E-03,1.04700155,0.104632285
1.8,+1.756340E-03,0.949550199,0.104610697
1.7,+1.554777E-03,0.852275002,0.10457545
1.6,+1.353907E-03,0.755367935,0.104567631
