IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.609977E-04,1.5543032,1.50885522,1.5295944852941177
0.0003,+4.566142E-04,1.55424919,1.45656508,1.4767344852941178
0.0005,+6.542727E-04,1.55424284,1.4043006,1.4238744852941176
0.001,+1.149231E-03,1.55415193,1.27366724,1.2917244852941177
0.002,+2.139957E-03,1.55412322,1.01244881,1.0274244852941177
0.003,+3.130393E-03,1.55410156,0.751276689,0.7631244852941176
0.004,+4.120122E-03,1.5539973,0.490327842,0.4988244852941177
0.005,+5.114210E-03,1.5540046,0.228280633,0.23452448529411773
0.006,+6.104293E-03,1.55402868,-0.0328013909,-0.029775514705882244
0.007,+7.092244E-03,1.55398061,-0.293206971,-0.2940755147058822
0.008,+8.083147E-03,1.5539864,-0.554347127,-0.5583755147058824
0.009,+9.073177E-03,1.55395629,-0.815258432,-0.8226755147058824
0.01,+1.006378E-02,1.55398116,-1.07639462,-1.0869755147058824
