IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.504140E-04,1.69993248,1.65700977,1.6801774999999999
0.0003,+4.469163E-04,1.69964056,1.60466384,1.6273175
0.0005,+6.446140E-04,1.69950907,1.55227884,1.5744574999999998
0.001,+1.139955E-03,1.69929264,1.42131979,1.4423074999999999
0.002,+2.131426E-03,1.69906394,1.15950816,1.1780074999999999
0.003,+3.123341E-03,1.69889732,0.897676312,0.9137074999999999
0.004,+4.114023E-03,1.69879107,0.636038368,0.6494074999999999
0.005,+5.106049E-03,1.6986786,0.374287063,0.38510749999999994
0.006,+6.100905E-03,1.6986063,0.111652707,0.12080749999999973
0.007,+7.092561E-03,1.69852307,-0.150002395,-0.14349250000000024
0.008,+8.081320E-03,1.69839009,-0.411105164,-0.4077925
0.009,+9.072397E-03,1.69834635,-0.672676382,-0.6720925
0.01,+1.006389E-02,1.69828348,-0.934407032,-0.9363925
