IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.523347E-04,1.65033199,1.60716971,1.6299831617647058
0.0003,+4.482002E-04,1.65018988,1.55478963,1.577123161764706
0.0005,+6.460974E-04,1.65004975,1.50241109,1.5242631617647058
0.001,+1.140520E-03,1.64989109,1.37173272,1.3921131617647058
0.002,+2.132264E-03,1.6496881,1.10990408,1.1278131617647058
0.003,+3.124319E-03,1.6495597,0.848032849,0.8635131617647057
0.004,+4.116300E-03,1.64948268,0.586215345,0.5992131617647056
0.005,+5.108255E-03,1.64938027,0.324414248,0.33491316176470565
0.006,+6.102587E-03,1.64933687,0.0619448993,0.07061316176470567
0.007,+7.094015E-03,1.64928129,-0.199694188,-0.1936868382352943
0.008,+8.083024E-03,1.64921231,-0.460736007,-0.4579868382352945
0.009,+9.074711E-03,1.64918928,-0.722513257,-0.7222868382352945
0.01,+1.006559E-02,1.6491526,-0.984009949,-0.9865868382352945
