IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.540290E-04,1.54953996,1.50792109,1.5295944852941177
0.0003,+4.500318E-04,1.54945626,1.45556926,1.4767344852941178
0.0005,+6.465014E-04,1.54915009,1.40320841,1.4238744852941176
0.001,+1.142981E-03,1.54919402,1.27224797,1.2917244852941177
0.002,+2.134759E-03,1.54907269,1.01039837,1.0274244852941177
0.003,+3.126157E-03,1.54877889,0.748552553,0.7631244852941176
0.004,+4.117012E-03,1.54875537,0.48697995,0.4988244852941177
0.005,+5.113616E-03,1.54876457,0.224270167,0.23452448529411773
0.006,+6.104934E-03,1.54880224,-0.0374188511,-0.029775514705882244
0.007,+7.093729E-03,1.54875395,-0.298370582,-0.2940755147058822
0.008,+8.085676E-03,1.54874295,-0.560148898,-0.5583755147058824
0.009,+9.076170E-03,1.548629,-0.8217136,-0.8226755147058824
0.01,+1.006865E-02,1.54866765,-1.08350731,-1.0869755147058824
