VIN,ITOT,VOUT,VDROP
1.8,+3.141250E-03,1.49852659,0.698939605
1.775,+3.128906E-03,1.49879314,0.698932352
1.75,+3.121572E-03,1.49889668,0.69892782
1.725,+3.116491E-03,1.49940541,0.698953631
1.7,+3.113730E-03,1.49941659,0.698949914
1.675,+3.111980E-03,1.49963989,0.698945979
1.65,+3.110409E-03,1.4997285,0.698944218
1.625,+3.108448E-03,1.49967321,0.698952447
1.6,+3.105357E-03,1.49935098,0.698973811
1.575,+3.100440E-03,1.49834632,0.698963359
1.55,+3.090466E-03,1.49614324,0.698983534
1.525,+3.071392E-03,1.49155628,0.698947304
1.5,+3.031411E-03,1.48151887,0.698970982
