VIN,VOUT
0.0,-2.702745965577021
0.001,-2.694058381431514
0.002,-2.685417424155543
0.003,-2.676808465857166
0.004,-2.668232808492314
0.005,-2.659691933558096
0.006,-2.651187325872607
0.007,-2.642720487715108
0.008,-2.634292924666343
0.009,-2.625906146847986
0.01,-2.617561673894156
0.011,-2.609261024325697
0.012,-2.601005719528581
0.013,-2.592797283239003
0.014,-2.584637233199321
0.015,-2.576527086023875
0.016,-2.568468350552409
0.017,-2.560462530818551
0.018,-2.552511118667756
0.019,-2.544615596478969
0.02,-2.536777429245385
0.021,-2.528998072959685
0.022,-2.521278957372567
0.023,-2.513621499566302
0.024,-2.506027091154984
0.025,-2.498497097192612
0.026,-2.491032862400014
0.027,-2.483635696463498
0.028,-2.476306880632768
0.029,-2.469047662327671
0.03,-2.46185925477317
0.031,-2.454742833163472
0.032,-2.447699529337937
0.033,-2.44073043744674
0.034,-2.433836609098626
0.035,-2.427019043937814
0.036,-2.420278695227636
0.037,-2.413616473100761
0.038,-2.407033228508016
0.039,-2.400529762372726
0.04,-2.394106819534859
0.041,-2.387765090448659
0.042,-2.381505207692487
0.043,-2.375327740355569
0.044,-2.369233203160331
0.045,-2.363222047829803
0.046,-2.357294664453419
0.047,-2.351451381869336
0.048,-2.345692461460721
0.049,-2.340018103104377
0.05,-2.334428446970347
0.051,-2.328923565800193
0.052,-2.323503469835971
0.053,-2.318168105545461
0.054,-2.312917353189751
0.055,-2.307751039825737
0.056,-2.302668922957305
0.057,-2.297670702203571
0.058,-2.292756015463616
0.059,-2.28792444841819
0.06,-2.283175518788983
0.061,-2.278508701020927
0.062,-2.273923405919593
0.063,-2.269418998577944
0.064,-2.264994789891103
0.065,-2.260650042532849
0.066,-2.256383974009815
0.067,-2.252195754390268
0.068,-2.248084518230695
0.069,-2.244049354067612
0.07,-2.24008931518431
0.071,-2.236203413476817
0.072,-2.232390637188516
0.073,-2.228649940485828
0.074,-2.224980242914405
0.075,-2.221380444408103
0.076,-2.217849422081945
0.077,-2.214386026515186
0.078,-2.210989095370787
0.079,-2.207657443871408
0.08,-2.20438987753115
0.081,-2.20118518727948
0.082,-2.198042149698382
0.083,-2.19495954396861
0.084,-2.191936136111825
0.085,-2.188970687226029
0.086,-2.18606196188561
0.087,-2.18320871878583
0.088,-2.180409722655217
0.089,-2.177663738052432
0.09,-2.17496953584317
0.091,-2.172325895409053
0.092,-2.169731597403653
0.093,-2.167185438827542
0.094,-2.164686223664482
0.095,-2.16223276596666
0.096,-2.159823895210076
0.097,-2.157458452841567
0.098,-2.15513529777906
0.099,-2.152853292556165
0.1000000000000001,-2.15061133994537
0.1010000000000001,-2.148408336724021
0.1020000000000001,-2.146243201931359
0.1030000000000001,-2.144114880919032
0.1040000000000001,-2.14202233130134
0.1050000000000001,-2.139964529499262
0.1060000000000001,-2.137940473254545
0.1070000000000001,-2.135949182665281
0.1080000000000001,-2.133989688748358
0.1090000000000001,-2.132061048504614
0.1100000000000001,-2.130162341990624
0.1110000000000001,-2.128292665088512
0.1120000000000001,-2.126451133778319
0.1130000000000001,-2.124636885045797
0.1140000000000001,-2.122849080442985
0.1150000000000001,-2.121086891332354
0.1160000000000001,-2.119349527632156
0.1170000000000001,-2.117636201380558
0.1180000000000001,-2.115946149975353
0.1190000000000001,-2.114278635537905
0.1200000000000001,-2.112632936212144
0.1210000000000001,-2.111008346167042
0.1220000000000001,-2.109404179920244
0.1230000000000001,-2.107819777423842
0.1240000000000001,-2.106254489408435
0.1250000000000001,-2.104707691006666
0.1260000000000001,-2.103178766992042
0.1270000000000001,-2.101667125405957
0.1280000000000001,-2.100172195503417
0.1290000000000001,-2.098693417081602
0.1300000000000001,-2.097230246792529
0.1310000000000001,-2.095782163572509
0.1320000000000001,-2.094348653143325
0.1330000000000001,-2.092929222803633
0.1340000000000001,-2.091523394534922
0.1350000000000001,-2.090130704746483
0.1360000000000001,-2.088750699877409
0.1370000000000001,-2.087382953531622
0.1380000000000001,-2.086027038452773
0.1390000000000001,-2.084682548719503
0.1400000000000001,-2.083349087022466
0.1410000000000001,-2.082026274243297
0.1420000000000001,-2.080713739540195
0.1430000000000001,-2.079411126062606
0.1440000000000001,-2.078118079395704
0.1450000000000001,-2.076834283739243
0.1460000000000001,-2.075559402915958
0.1470000000000001,-2.074293127115386
0.1480000000000001,-2.073035153320864
0.1490000000000001,-2.071785190802937
0.1500000000000001,-2.070542953949784
0.1510000000000001,-2.069308176450038
0.1520000000000001,-2.068080595213481
0.1530000000000001,-2.066859951859054
0.1540000000000001,-2.065646000858532
0.1550000000000001,-2.064438506785688
0.1560000000000001,-2.063237236489302
0.1570000000000001,-2.062041976042178
0.1580000000000001,-2.060852509843421
0.1590000000000001,-2.059668629088772
0.1600000000000001,-2.058490137772504
0.1610000000000001,-2.057316838495098
0.1620000000000001,-2.056148555096128
0.1630000000000001,-2.054985102382768
0.1640000000000001,-2.053826308697654
0.1650000000000001,-2.052672008327185
0.1660000000000001,-2.051522036331761
0.1670000000000001,-2.050376246281969
0.1680000000000001,-2.049234485468493
0.1690000000000001,-2.048096607197972
0.1700000000000001,-2.046962472610439
0.1710000000000001,-2.045831950962637
0.1720000000000001,-2.044704910521815
0.1730000000000001,-2.043581224788463
0.1740000000000001,-2.042460772687971
0.1750000000000001,-2.041343442630057
0.1760000000000001,-2.040229123596469
0.1770000000000001,-2.039117701014551
0.1780000000000001,-2.038009070022652
0.1790000000000001,-2.036903135540101
0.1800000000000001,-2.035799800224696
0.1810000000000001,-2.034698964739283
0.1820000000000001,-2.03360054653712
0.1830000000000001,-2.032504453717472
0.1840000000000001,-2.031410604619728
0.1850000000000001,-2.030318911108568
0.1860000000000001,-2.029229303584665
0.1870000000000001,-2.028141704861961
0.1880000000000001,-2.027056036691337
0.1890000000000001,-2.025972234301333
0.1900000000000001,-2.024890228412736
0.1910000000000001,-2.023809947977127
0.1920000000000001,-2.022731340585413
0.1930000000000001,-2.021654337188032
0.1940000000000001,-2.020578878341853
0.1950000000000001,-2.019504910793055
0.1960000000000001,-2.01843237644832
0.1970000000000001,-2.017361225604871
0.1980000000000001,-2.016291406774861
0.1990000000000001,-2.015222861280992
0.2000000000000001,-2.014155553142801
0.2010000000000002,-2.013089426646183
0.2020000000000002,-2.012024444612309
0.2030000000000002,-2.010960561106057
0.2040000000000002,-2.009897726677052
0.2050000000000002,-2.008835911307299
0.2060000000000002,-2.007775066585286
0.2070000000000002,-2.006715160824126
0.2080000000000002,-2.005656155083571
0.2090000000000002,-2.0045980079499
0.2100000000000002,-2.003540693286103
0.2110000000000002,-2.002484168439399
0.2120000000000002,-2.001428408122238
0.2130000000000002,-2.000373374143387
0.2140000000000002,-1.999319040214571
0.2150000000000002,-1.998265371240642
0.2160000000000002,-1.997212347257437
0.2170000000000002,-1.996159926504114
0.2180000000000002,-1.99510809192068
0.2190000000000002,-1.994056805141772
0.2200000000000002,-1.99300605401405
0.2210000000000002,-1.99195579634007
0.2220000000000002,-1.990906021226373
0.2230000000000002,-1.989856694319035
