VREF,IREF,VDD,IDD
+1.310000E+00,-1.411248E-05,+1.800000E+00,+4.855900E-05
+1.300000E+00,-1.415689E-05,+1.800000E+00,+4.860766E-05
+1.290000E+00,-1.419166E-05,+1.800000E+00,+4.863379E-05
+1.280000E+00,-1.422997E-05,+1.800000E+00,+4.867035E-05
+1.270000E+00,-1.425936E-05,+1.800000E+00,+4.870749E-05
+1.260000E+00,-1.428833E-05,+1.800000E+00,+4.873617E-05
+1.250000E+00,-1.431256E-05,+1.800000E+00,+4.875719E-05
+1.240000E+00,-1.433424E-05,+1.800000E+00,+4.878635E-05
+1.230000E+00,-1.435857E-05,+1.800000E+00,+4.881088E-05
+1.220000E+00,-1.438140E-05,+1.800000E+00,+4.883084E-05
+1.210000E+00,-1.439699E-05,+1.800000E+00,+4.884062E-05
+1.200000E+00,-1.441954E-05,+1.800000E+00,+4.886885E-05
+1.190000E+00,-1.443698E-05,+1.800000E+00,+4.888766E-05
+1.180000E+00,-1.445992E-05,+1.800000E+00,+4.891522E-05
+1.170000E+00,-1.446577E-05,+1.800000E+00,+4.893135E-05
+1.160000E+00,-1.447387E-05,+1.800000E+00,+4.893677E-05
+1.150000E+00,-1.448890E-05,+1.800000E+00,+4.895228E-05
+1.140000E+00,-1.449875E-05,+1.800000E+00,+4.896602E-05
+1.130000E+00,-1.449739E-05,+1.800000E+00,+4.895637E-05
+1.120000E+00,-1.450485E-05,+1.800000E+00,+4.897457E-05
+1.110000E+00,-1.451003E-05,+1.800000E+00,+4.896738E-05
+1.100000E+00,-1.451655E-05,+1.800000E+00,+4.898467E-05
+1.090000E+00,-1.452765E-05,+1.800000E+00,+4.898750E-05
+1.080000E+00,-1.453016E-05,+1.800000E+00,+4.898611E-05
+1.070000E+00,-1.452998E-05,+1.800000E+00,+4.899353E-05
+1.060000E+00,-1.453725E-05,+1.800000E+00,+4.899329E-05
+1.050000E+00,-1.454519E-05,+1.800000E+00,+4.901157E-05
+1.040000E+00,-1.454567E-05,+1.800000E+00,+4.900760E-05
+1.030000E+00,-1.454177E-05,+1.800000E+00,+4.900257E-05
+1.020000E+00,-1.454469E-05,+1.800000E+00,+4.900930E-05
+1.010000E+00,-1.455068E-05,+1.800000E+00,+4.901514E-05
+1.000000E+00,-1.454565E-05,+1.800000E+00,+4.901565E-05
+9.900000E-01,-1.455202E-05,+1.800000E+00,+4.901437E-05
+9.800000E-01,-1.455572E-05,+1.800000E+00,+4.901852E-05
+9.700000E-01,-1.455483E-05,+1.800000E+00,+4.901817E-05
+9.600000E-01,-1.455956E-05,+1.800000E+00,+4.902305E-05
+9.500000E-01,-1.455617E-05,+1.800000E+00,+4.902111E-05
+9.400000E-01,-1.456199E-05,+1.800000E+00,+4.903037E-05
+9.300000E-01,-1.456181E-05,+1.800000E+00,+4.902280E-05
+9.200000E-01,-1.456435E-05,+1.800000E+00,+4.903262E-05
+9.100000E-01,-1.455905E-05,+1.800000E+00,+4.901993E-05
+9.000000E-01,-1.455873E-05,+1.800000E+00,+4.902564E-05
+8.900000E-01,-1.456121E-05,+1.800000E+00,+4.902190E-05
+8.800000E-01,-1.456599E-05,+1.800000E+00,+4.902011E-05
+8.700000E-01,-1.456451E-05,+1.800000E+00,+4.903868E-05
+8.600000E-01,-1.456594E-05,+1.800000E+00,+4.903837E-05
+8.500000E-01,-1.457112E-05,+1.800000E+00,+4.903888E-05
+8.400000E-01,-1.456701E-05,+1.800000E+00,+4.903461E-05
+8.300000E-01,-1.456217E-05,+1.800000E+00,+4.903429E-05
+8.200000E-01,-1.457565E-05,+1.800000E+00,+4.905423E-05
+8.100000E-01,-1.456905E-05,+1.800000E+00,+4.902798E-05
+8.000000E-01,-1.457139E-05,+1.800000E+00,+4.902400E-05
+7.900000E-01,-1.457790E-05,+1.800000E+00,+4.904025E-05
+7.800000E-01,-1.457526E-05,+1.800000E+00,+4.904529E-05
