VIN,ITOT,VOUT,VDROP
3.3,+3.250262E-03,0.793236634,-2.19092087
3.2,+3.216452E-03,0.793206999,-2.19093569
3.1,+3.200041E-03,0.793246525,-2.19092054
3.0,+3.187257E-03,0.793153238,-2.19091972
2.9,+3.175114E-03,0.793072723,-2.19094445
2.8,+3.164309E-03,0.792993334,-2.19093117
2.7,+3.154068E-03,0.792930061,-2.19093333
2.6,+3.144283E-03,0.792833018,-2.19097625
2.5,+3.134473E-03,0.792774147,-2.19095842
2.4,+3.124887E-03,0.792698931,-2.1909698
2.3,+3.115565E-03,0.792652066,-2.19095787
2.2,+3.106374E-03,0.792592578,-2.19093804
2.1,+3.097412E-03,0.792573202,-2.19097924
2.0,+3.088478E-03,0.792519004,-2.19096674
1.9,+3.079493E-03,0.792487149,-2.19094103
1.8,+3.070496E-03,0.792455966,-2.19094017
1.7,+3.059545E-03,0.792452689,-2.19095837
1.6,+3.029937E-03,0.792074682,-2.19093837
1.5,+2.940990E-03,0.711147887,-2.19096931
1.4,+2.838941E-03,0.612555513,-2.19100541
1.3,+2.734083E-03,0.513353651,-2.19102104
1.2,+2.629432E-03,0.414231467,-2.19103881
