IL,ITOT,VOUT,VDROP
0.0001,+2.053549E-03,0.601750019,-0.0107736327
0.0003,+2.230394E-03,0.601466552,-0.0107816277
0.0005,+2.427784E-03,0.601145649,-0.0108007616
0.001,+2.928825E-03,0.600634199,-0.0108358937
0.002,+3.928164E-03,0.599984231,-0.0108893342
0.003,+4.919986E-03,0.599483656,-0.0109324168
0.004,+5.910049E-03,0.599034876,-0.0110049328
0.005,+6.899918E-03,0.598844519,-0.0110655732
0.006,+7.891113E-03,0.598565087,-0.0111209123
0.007,+8.879744E-03,0.598456862,-0.0111800181
0.008,+9.868754E-03,0.598444919,-0.0112372058
0.009,+1.049997E-02,0.597003628,-0.0112941934
0.01,+1.049996E-02,0.595016717,-0.0113412707
