IL,ITOT,VOUT,VDROP
0.0001,+2.641410E-03,0.899057769,-0.0107348617
0.0003,+2.811670E-03,0.898916636,-0.0107426787
0.0005,+3.005545E-03,0.898819137,-0.0107558192
0.001,+3.506999E-03,0.898514845,-0.0107987656
0.002,+4.501442E-03,0.898250735,-0.0108538045
0.003,+5.488614E-03,0.89781689,-0.0109032308
0.004,+6.478558E-03,0.897561904,-0.0109672348
0.005,+7.467261E-03,0.897548302,-0.0110210756
0.006,+8.456168E-03,0.897467041,-0.0110821746
0.007,+9.444872E-03,0.897293154,-0.0111497174
0.008,+1.043210E-02,0.897148334,-0.0111980401
0.009,+1.049998E-02,0.895403691,-0.0112653549
0.01,+1.049996E-02,0.713301889,-0.0113258813
