IL,ITOT,VOUT,VDROP
0.0001,+4.182732E-03,1.69582187,-0.0106350806
0.0003,+4.341309E-03,1.69567651,-0.0106562439
0.0005,+4.531301E-03,1.69561528,-0.0106715805
0.001,+5.022231E-03,1.69535606,-0.0107093535
0.002,+6.009935E-03,1.69512586,-0.0107561862
0.003,+7.000299E-03,1.69520663,-0.0108155561
0.004,+7.988338E-03,1.69513072,-0.0108745258
0.005,+8.970893E-03,1.69503115,-0.0109353746
0.006,+9.958246E-03,1.69494417,-0.0109804476
0.007,+1.050001E-02,1.66618401,-0.0110475206
0.008,+1.050001E-02,1.50840789,-0.0111109297
0.009,+1.050001E-02,1.32270671,-0.0111663355
0.01,+1.050000E-02,1.09607085,-0.0112354434
