IL,ITOT,VOUT,VDROP
0.0001,+3.611921E-03,1.39699031,-0.0106706186
0.0003,+3.772315E-03,1.39692679,-0.0106865501
0.0005,+3.963924E-03,1.39680419,-0.0106943672
0.001,+4.455739E-03,1.39647105,-0.0107273116
0.002,+5.448211E-03,1.39637308,-0.010775637
0.003,+6.437591E-03,1.39620891,-0.0108357798
0.004,+7.422214E-03,1.39617129,-0.0109089463
0.005,+8.409397E-03,1.39607093,-0.010967788
0.006,+9.397180E-03,1.3959128,-0.0110343662
0.007,+1.038423E-02,1.39612015,-0.0110787276
0.008,+1.049999E-02,1.39349763,-0.0111291769
0.009,+1.049999E-02,1.15979895,-0.0111988073
0.01,+1.049998E-02,0.947494036,-0.0112650742
