IL,ITOT,VOUT,VDROP
0.0001,+3.994901E-03,1.59615329,-0.0106535696
0.0003,+4.152777E-03,1.59619667,-0.0106777351
0.0005,+4.343321E-03,1.59617863,-0.0106825638
0.001,+4.835003E-03,1.59611727,-0.0107014309
0.002,+5.821754E-03,1.59593058,-0.0107759345
0.003,+6.812963E-03,1.59577575,-0.0108381566
0.004,+7.801189E-03,1.59574414,-0.0108739003
0.005,+8.784631E-03,1.59571792,-0.0109469334
0.006,+9.771544E-03,1.59562955,-0.0110055916
0.007,+1.050001E-02,1.59493069,-0.0110635661
0.008,+1.050000E-02,1.45013849,-0.0111034518
0.009,+1.050000E-02,1.26821575,-0.0111913767
0.01,+1.050000E-02,1.04675401,-0.011244781
