IL,ITOT,VOUT,VDROP
0.0001,+3.804879E-03,1.49658261,-0.0106553793
0.0003,+3.963418E-03,1.49666685,-0.0106759088
0.0005,+4.153701E-03,1.49657079,-0.0106855383
0.001,+4.645950E-03,1.4964317,-0.0107035936
0.002,+5.637864E-03,1.49611423,-0.0107770603
0.003,+6.624519E-03,1.49610747,-0.0108329165
0.004,+7.609278E-03,1.49605642,-0.0108924115
0.005,+8.597313E-03,1.49590252,-0.0109546948
0.006,+9.585221E-03,1.49583491,-0.0110152239
0.007,+1.050001E-02,1.49568458,-0.0110601385
0.008,+1.050000E-02,1.44041133,-0.0111343391
0.009,+1.050000E-02,1.21415901,-0.0111987184
0.01,+1.049998E-02,0.997263601,-0.0112702614
