IL,ITOT,VOUT,VDROP
0.0001,+3.419986E-03,1.29739445,-0.0106922545
0.0003,+3.582537E-03,1.29732348,-0.0107028208
0.0005,+3.774348E-03,1.2972442,-0.0107096788
0.001,+4.267559E-03,1.2970679,-0.0107389176
0.002,+5.260990E-03,1.29686313,-0.0107862089
0.003,+6.249690E-03,1.29676311,-0.0108466714
0.004,+7.234474E-03,1.29655513,-0.0109042288
0.005,+8.222288E-03,1.29636861,-0.0109743319
0.006,+9.209529E-03,1.29637853,-0.0110365289
0.007,+1.019685E-02,1.29628911,-0.0110909173
0.008,+1.050000E-02,1.29517647,-0.011156214
0.009,+1.049999E-02,1.1063676,-0.011235966
0.01,+1.049998E-02,0.897079063,-0.0112858065
