IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.260559E-04,1.69856117,1.65694508,1.6801774999999999
0.0003,+1.124443E-03,1.69835556,1.60457704,1.6273175
0.0005,+1.324550E-03,1.69780972,1.55223792,1.5744574999999998
0.001,+1.821656E-03,1.69781615,1.42131916,1.4423074999999999
0.002,+2.816525E-03,1.69781531,1.15954308,1.1780074999999999
0.003,+3.810712E-03,1.69792252,0.897736555,0.9137074999999999
0.004,+4.802868E-03,1.69796949,0.636194428,0.6494074999999999
0.005,+5.795340E-03,1.69788857,0.374441279,0.38510749999999994
0.006,+6.790849E-03,1.69778954,0.111757968,0.12080749999999973
0.007,+7.783476E-03,1.69798489,-0.149845823,-0.14349250000000024
0.008,+8.772649E-03,1.69799256,-0.410831812,-0.4077925
0.009,+9.764629E-03,1.69776528,-0.67240473,-0.6720925
0.01,+1.049978E-02,1.662707,-0.934043899,-0.9363925
