IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.035578E-04,0.90322663,0.861606141,0.8770680882352941
0.0003,+1.110927E-03,0.902762345,0.809246076,0.8242080882352941
0.0005,+1.317596E-03,0.902540052,0.756873371,0.7713480882352941
0.001,+1.820670E-03,0.902095198,0.625999398,0.6391980882352941
0.002,+2.818047E-03,0.901947878,0.364209511,0.37489808823529414
0.003,+3.813451E-03,0.90202365,0.101696777,0.11059808823529416
0.004,+4.807548E-03,0.901576367,-0.15994439,-0.15370191176470593
0.005,+5.797765E-03,0.901449526,-0.420862927,-0.4180019117647059
0.006,+6.790212E-03,0.901607432,-0.682664586,-0.6823019117647059
0.007,+7.782185E-03,0.901441314,-0.944107941,-0.9466019117647059
0.008,+8.773962E-03,0.901816284,-1.20583386,-1.2109019117647062
0.009,+9.768177E-03,0.901689822,-1.46761056,-1.4752019117647057
0.01,+1.049977E-02,0.899310818,-1.72934831,-1.7395019117647061
