IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.019887E-04,0.804163738,0.762105756,0.7766794117647059
0.0003,+1.111702E-03,0.803614994,0.709744787,0.7238194117647059
0.0005,+1.316927E-03,0.803373598,0.657391807,0.670959411764706
0.001,+1.821527E-03,0.803061175,0.526506913,0.538809411764706
0.002,+2.819165E-03,0.802757139,0.264935372,0.2745094117647059
0.003,+3.815348E-03,0.802399374,0.00226534259,0.010209411764705911
0.004,+4.809508E-03,0.802821238,-0.259301427,-0.2540905882352942
0.005,+5.799625E-03,0.802493626,-0.520309067,-0.5183905882352942
0.006,+6.790656E-03,0.802581437,-0.781828177,-0.7826905882352944
0.007,+7.783902E-03,0.802435109,-1.04357055,-1.0469905882352943
0.008,+8.775946E-03,0.802319188,-1.30530866,-1.311290588235294
0.009,+9.767950E-03,0.802228912,-1.56707956,-1.5755905882352936
0.01,+1.049976E-02,0.800186746,-1.82878631,-1.839890588235294
