IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.065688E-04,1.0028752,0.961089453,0.9774567647058824
0.0003,+1.116813E-03,1.00261294,0.908760498,0.9245967647058824
0.0005,+1.320991E-03,1.00188007,0.856387449,0.8717367647058823
0.001,+1.822129E-03,1.00177574,0.725510473,0.7395867647058824
0.002,+2.820125E-03,1.00211368,0.463712168,0.47528676470588227
0.003,+3.815306E-03,1.00145233,0.201095133,0.2109867647058823
0.004,+4.808130E-03,1.00137923,-0.0605839374,-0.05331323529411769
0.005,+5.797626E-03,1.00166675,-0.321404754,-0.3176132352941179
0.006,+6.792663E-03,1.00150956,-0.583116135,-0.5819132352941179
0.007,+7.784668E-03,1.00126062,-0.844889325,-0.8462132352941178
0.008,+8.775990E-03,1.00111362,-1.10665543,-1.110513235294118
0.009,+9.771689E-03,1.00091543,-1.36816634,-1.3748132352941176
0.01,+1.049976E-02,0.998995801,-1.62990197,-1.639113235294118
