IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.202737E-04,1.4004509,1.35880941,1.3790114705882353
0.0003,+1.122486E-03,1.40008329,1.30643479,1.3261514705882351
0.0005,+1.326522E-03,1.4001196,1.2540526,1.2732914705882352
0.001,+1.823922E-03,1.39956382,1.12316085,1.1411414705882352
0.002,+2.816821E-03,1.39971614,0.861385998,0.8768414705882351
0.003,+3.812886E-03,1.39932841,0.599586583,0.6125414705882352
0.004,+4.805909E-03,1.39936086,0.337795523,0.34824147058823507
0.005,+5.801732E-03,1.39897162,0.0752451673,0.08394147058823509
0.006,+6.793807E-03,1.39930557,-0.186356139,-0.1803585294117649
0.007,+7.783953E-03,1.39958562,-0.447304467,-0.44465852941176487
0.008,+8.775642E-03,1.39959059,-0.709051729,-0.7089585294117651
0.009,+9.768088E-03,1.39941673,-0.970517003,-0.9732585294117646
0.01,+1.049978E-02,1.39709468,-1.23222737,-1.237558529411765
