IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.199054E-04,1.30130918,1.259319,1.2786227941176471
0.0003,+1.122433E-03,1.30101138,1.20696325,1.2257627941176472
0.0005,+1.324596E-03,1.3010477,1.15458546,1.172902794117647
0.001,+1.823949E-03,1.30059845,1.02370143,1.040752794117647
0.002,+2.820670E-03,1.30009146,0.761891347,0.7764527941176471
0.003,+3.812384E-03,1.30024587,0.500333435,0.512152794117647
0.004,+4.810390E-03,1.3003458,0.237574516,0.24785279411764694
0.005,+5.803226E-03,1.3001731,-0.0241024648,-0.016447205882353044
0.006,+6.791964E-03,1.30025102,-0.28497216,-0.280747205882353
0.007,+7.785152E-03,1.30025086,-0.546737403,-0.5450472058823532
0.008,+8.776288E-03,1.3004157,-0.808266083,-0.809347205882353
0.009,+9.768852E-03,1.30012702,-1.06998685,-1.0736472058823525
0.01,+1.049977E-02,1.29784053,-1.33175528,-1.337947205882353
