IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.232435E-04,1.59902521,1.55751107,1.5797888235294117
0.0003,+1.123294E-03,1.59867945,1.5051316,1.5269288235294118
0.0005,+1.325247E-03,1.59927003,1.45278327,1.474068823529412
0.001,+1.822608E-03,1.59888593,1.32188845,1.341918823529412
0.002,+2.816083E-03,1.59845919,1.06006778,1.077618823529412
0.003,+3.809727E-03,1.59830954,0.798463724,0.8133188235294119
0.004,+4.803421E-03,1.59833085,0.536725939,0.5490188235294118
0.005,+5.797949E-03,1.59831882,0.274969436,0.2847188235294118
0.006,+6.791402E-03,1.59842707,0.0123899582,0.020418823529411823
0.007,+7.784987E-03,1.59822966,-0.24919426,-0.24388117647058816
0.008,+8.774225E-03,1.59865534,-0.51003176,-0.5081811764705884
0.009,+9.765796E-03,1.59876004,-0.771798116,-0.7724811764705883
0.01,+1.049978E-02,1.57336755,-1.03351977,-1.0367811764705883
