IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.235294E-04,1.49977295,1.45802664,1.4794001470588236
0.0003,+1.126203E-03,1.49987365,1.40567797,1.4265401470588235
0.0005,+1.328143E-03,1.49969056,1.35330946,1.3736801470588236
0.001,+1.824307E-03,1.49932002,1.22260973,1.2415301470588234
0.002,+2.818090E-03,1.49909068,0.960830259,0.9772301470588235
0.003,+3.812169E-03,1.4992351,0.699010431,0.7129301470588235
0.004,+4.806212E-03,1.49920811,0.437277045,0.4486301470588234
0.005,+5.801831E-03,1.49897139,0.174673619,0.18433014705882345
0.006,+6.793967E-03,1.49905164,-0.0869668482,-0.07996985294117676
0.007,+7.784107E-03,1.49931192,-0.347817957,-0.34426985294117673
0.008,+8.776193E-03,1.49940762,-0.60956536,-0.6085698529411765
0.009,+9.768763E-03,1.49940364,-0.871271652,-0.8728698529411765
0.01,+1.049978E-02,1.49193092,-1.13301198,-1.137169852941177
