IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.312766E-04,1.79586539,1.57188284,1.5797888235294117
0.0003,+1.123148E-03,1.79486019,1.51943008,1.5269288235294118
0.0005,+1.315372E-03,1.7938229,1.46705729,1.474068823529412
0.001,+1.796031E-03,1.79122075,1.33609015,1.341918823529412
0.002,+2.756695E-03,1.78563915,1.07426057,1.077618823529412
0.003,+3.715480E-03,1.77975963,0.812688076,0.8133188235294119
0.004,+4.673258E-03,1.77335199,0.551060415,0.5490188235294118
0.005,+5.629153E-03,1.76626862,0.289416027,0.2847188235294118
0.006,+6.582680E-03,1.75828344,0.0270453474,0.020418823529411823
0.007,+7.532543E-03,1.74953842,-0.234575751,-0.24388117647058816
0.008,+8.477746E-03,1.73992675,-0.495472661,-0.5081811764705884
0.009,+9.411618E-03,1.72749604,-0.757080696,-0.7724811764705883
0.01,+1.032677E-02,1.71006971,-1.01873189,-1.0367811764705883
