IL,ITOT,VOUT,VDROP
0.0001,+2.618481E-03,0.988680454,0.463585592
0.0003,+2.788193E-03,0.988893632,0.411035734
0.0005,+2.979830E-03,0.988818332,0.358446096
0.001,+3.477916E-03,0.988361628,0.226304014
0.002,+4.469463E-03,0.988385113,-0.0364130956
0.003,+5.455098E-03,0.988019364,-0.298261458
0.004,+6.445074E-03,0.987696227,-0.561023673
0.005,+7.433645E-03,0.988075849,-0.823806563
0.006,+8.422355E-03,0.987787808,-1.08658573
0.007,+9.409897E-03,0.98797887,-1.34912329
0.008,+1.039676E-02,0.987707935,-1.61187429
0.009,+1.049986E-02,0.989565382,-1.87466677
0.01,+1.049984E-02,0.757616261,-2.13740101
