IL,ITOT,VOUT,VDROP
0.0001,+3.588835E-03,1.48916218,0.713341154
0.0003,+3.748731E-03,1.48932886,0.660769294
0.0005,+3.939942E-03,1.48967012,0.608204302
0.001,+4.431996E-03,1.48933137,0.476729518
0.002,+5.423417E-03,1.48930953,0.21309124
0.003,+6.412297E-03,1.48946002,-0.0496877797
0.004,+7.395681E-03,1.48905768,-0.311640256
0.005,+8.383860E-03,1.48908539,-0.574463316
0.006,+9.373500E-03,1.48931799,-0.837347677
0.007,+1.036093E-02,1.4893034,-1.10018283
0.008,+1.049985E-02,1.47126318,-1.36280898
0.009,+1.049984E-02,1.22459692,-1.62565494
0.01,+1.049984E-02,0.999649861,-1.88849941
