IL,ITOT,VOUT,VDROP
0.0001,+2.228643E-03,0.789072648,0.363720683
0.0003,+2.401767E-03,0.789357542,0.311144423
0.0005,+2.594998E-03,0.788935276,0.258572603
0.001,+3.092866E-03,0.788472866,0.126481227
0.002,+4.086541E-03,0.788117412,-0.136140064
0.003,+5.074399E-03,0.787950377,-0.398065121
0.004,+6.062910E-03,0.787893815,-0.66088357
0.005,+7.050919E-03,0.787377467,-0.92353933
0.006,+8.039741E-03,0.787319594,-1.18607856
0.007,+9.029713E-03,0.787719922,-1.44879244
0.008,+1.001835E-02,0.787493268,-1.71153405
0.009,+1.049986E-02,0.788154444,-1.97431814
0.01,+1.049983E-02,0.761983539,-2.23676579
