IL,ITOT,VOUT,VDROP
0.0001,+3.394580E-03,1.29854354,0.613810124
0.0003,+3.571189E-03,1.2984089,0.56127955
0.0005,+3.765418E-03,1.29840745,0.508751926
0.001,+4.261252E-03,1.29832889,0.377419862
0.002,+5.257124E-03,1.29834878,0.114100994
0.003,+6.248991E-03,1.29828638,-0.14839105
0.004,+7.238970E-03,1.29813002,-0.410227542
0.005,+8.230804E-03,1.29812101,-0.67292677
0.006,+9.221517E-03,1.29811104,-0.935233806
0.007,+1.021395E-02,1.29803181,-1.19786624
0.008,+1.049988E-02,1.29665422,-1.46047233
0.009,+1.049986E-02,1.08804277,-1.7230792
0.01,+1.049986E-02,0.871435984,-1.98571855
