IL,ITOT,VOUT,VDROP
0.0001,+2.818359E-03,0.999110728,0.464252975
0.0003,+2.998636E-03,0.999098995,0.411714058
0.0005,+3.193898E-03,0.999032677,0.359201076
0.001,+3.693638E-03,0.998920222,0.227123001
0.002,+4.687632E-03,0.9989354,-0.0354346661
0.003,+5.676741E-03,0.998801243,-0.297147423
0.004,+6.670359E-03,0.998680235,-0.559745633
0.005,+7.663139E-03,0.99863702,-0.82237192
0.006,+8.655668E-03,0.998647575,-1.08500298
0.007,+9.647386E-03,0.998525543,-1.3474299
0.008,+1.049988E-02,0.998049203,-1.61003396
0.009,+1.049986E-02,0.995395616,-1.8726563
0.01,+1.049985E-02,0.723267213,-2.1352697
