IL,ITOT,VOUT,VDROP
0.0001,+2.624187E-03,0.899334509,0.41446143
0.0003,+2.804806E-03,0.899235376,0.36193157
0.0005,+3.001271E-03,0.899197164,0.309400325
0.001,+3.501655E-03,0.899239458,0.177267824
0.002,+4.496878E-03,0.8990774,-0.0852639635
0.003,+5.487918E-03,0.898955468,-0.347173605
0.004,+6.480156E-03,0.898807642,-0.609584469
0.005,+7.472993E-03,0.898720795,-0.872134152
0.006,+8.465331E-03,0.89846743,-1.13478429
0.007,+9.458601E-03,0.898761226,-1.39736217
0.008,+1.044939E-02,0.898648986,-1.65998224
0.009,+1.049987E-02,0.896072781,-1.92241105
0.01,+1.049984E-02,0.676060042,-2.18504593
