IL,ITOT,VOUT,VDROP
0.0001,+3.009566E-03,1.09867855,0.51404585
0.0003,+3.188646E-03,1.09855755,0.461758334
0.0005,+3.383390E-03,1.09854545,0.409234553
0.001,+3.878827E-03,1.09840734,0.277863673
0.002,+4.876330E-03,1.09838597,0.0144361996
0.003,+5.868847E-03,1.09827609,-0.24802838
0.004,+6.858925E-03,1.09825469,-0.510006344
0.005,+7.850809E-03,1.09829965,-0.77234517
0.006,+8.843347E-03,1.09817807,-1.03500084
0.007,+9.835883E-03,1.09823261,-1.29761628
0.008,+1.049987E-02,1.09728781,-1.56024968
0.009,+1.049985E-02,1.04325368,-1.82289926
0.01,+1.049985E-02,0.772614322,-2.0852599
