IL,ITOT,VOUT,VDROP
0.0001,+4.155684E-03,1.69732793,0.813352815
0.0003,+4.329768E-03,1.69735019,0.760863408
0.0005,+4.522156E-03,1.69732264,0.708319938
0.001,+5.016667E-03,1.6973063,0.57702161
0.002,+6.008795E-03,1.69730046,0.314379199
0.003,+7.002648E-03,1.69727212,0.0509681078
0.004,+7.995517E-03,1.69733261,-0.211501198
0.005,+8.983140E-03,1.69719518,-0.473294361
0.006,+9.975474E-03,1.6972568,-0.735884279
0.007,+1.049988E-02,1.65767886,-0.998463555
0.008,+1.049988E-02,1.49680526,-1.26108929
0.009,+1.049987E-02,1.30274292,-1.52347898
0.01,+1.049986E-02,1.06764918,-1.78610342
