VIN,ITOT,VOUT,VDROP
3.3,+3.211085E-03,1.99261223,1.00016535
3.2,+3.200832E-03,1.99256294,1.00013017
3.1,+3.190234E-03,1.9925637,1.0001454
3.0,+3.172643E-03,1.99271098,1.00015208
2.9,+3.081974E-03,1.98742901,1.00015158
2.8,+2.795353E-03,1.89004691,1.00017027
2.7,+2.494843E-03,1.79225456,1.00016873
2.6,+2.193656E-03,1.69467385,1.00013737
2.5,+1.893035E-03,1.59744744,1.00014698
2.4,+1.594187E-03,1.50064472,1.00020758
2.3,+1.296623E-03,1.40434908,1.00026938
2.2,+1.001840E-03,1.3090245,1.00029783
2.1,+7.116260E-04,1.21509616,1.00029674
2.0,+4.298296E-04,1.12401724,1.00032053
