VIN,ITOT,VOUT,VDROP
3.3,+3.309592E-03,2.21724914,-1.37853043
3.2,+3.291955E-03,2.20073383,-1.37858901
3.1,+3.261386E-03,2.15862834,-1.37858614
3.0,+3.231425E-03,2.08750985,-1.37860156
2.9,+3.206999E-03,1.94535111,-1.37866349
2.8,+3.188563E-03,1.61618022,-1.37876159
2.7,+3.139822E-03,1.5975654,-1.37872016
2.6,+3.127435E-03,1.59755922,-1.37876325
2.5,+3.080523E-03,1.59763958,-1.37874715
2.4,+2.987766E-03,1.51679242,-1.37879605
2.3,+2.885837E-03,1.41642358,-1.37880402
2.2,+2.780851E-03,1.31688951,-1.37884038
2.1,+2.675527E-03,1.21754132,-1.37886623
2.0,+2.570469E-03,1.11820894,-1.37890574
1.9,+2.464993E-03,1.01891762,-1.3789378
1.8,+2.359923E-03,0.919764885,-1.378935
1.7,+2.254676E-03,0.820564469,-1.37899
1.6,+2.149687E-03,0.721404595,-1.37902531
