VIN,ITOT,VOUT,VDROP
3.3,+3.289048E-03,1.34650897,-1.78319824
3.2,+3.294373E-03,1.36001785,-1.78317386
3.1,+3.298964E-03,1.36820824,-1.78318175
3.0,+3.287624E-03,1.35783718,-1.783245
2.9,+3.261905E-03,1.33618062,-1.78325801
2.8,+3.234424E-03,1.31607386,-1.78327225
2.7,+3.205640E-03,1.29511486,-1.78325077
2.6,+3.176155E-03,1.2699971,-1.78325524
2.5,+3.152289E-03,1.24562924,-1.78323682
2.4,+3.134380E-03,1.22193392,-1.78321308
2.3,+3.109905E-03,1.19385782,-1.78326602
2.2,+3.098883E-03,1.19389787,-1.78327201
2.1,+3.060578E-03,1.19381841,-1.78325708
2.0,+2.968921E-03,1.1145686,-1.78332234
1.9,+2.865841E-03,1.01527789,-1.78332674
1.8,+2.760562E-03,0.915997406,-1.78331075
1.7,+2.655430E-03,0.816671062,-1.78332601
1.6,+2.549976E-03,0.717384044,-1.78335989
1.5,+2.444894E-03,0.61807817,-1.78346065
1.4,+2.339584E-03,0.518807798,-1.78345455
1.3,+2.234296E-03,0.419427349,-1.78352685
1.2,+2.129163E-03,0.320216953,-1.78354401
