IL,ITOT,VOUT,VDROP
0.0001,+2.418224E-03,0.796904718,0.363211862
0.0003,+2.606833E-03,0.797061013,0.311088986
0.0005,+2.805426E-03,0.796972958,0.258961614
0.001,+3.302368E-03,0.796981762,0.127988679
0.002,+4.289450E-03,0.796750112,-0.132518375
0.003,+5.277329E-03,0.796748489,-0.392357337
0.004,+6.266778E-03,0.796500198,-0.653051802
0.005,+7.253967E-03,0.796497074,-0.913561533
0.006,+8.243022E-03,0.796754716,-1.17394084
0.007,+9.230252E-03,0.796518526,-1.4345566
0.008,+1.022008E-02,0.796442159,-1.69515177
0.009,+1.049988E-02,0.794762604,-1.95579033
0.01,+1.049985E-02,0.644101288,-2.21621847
