IL,ITOT,VOUT,VDROP
0.0001,+2.840218E-03,1.09696532,0.5145513
0.0003,+3.013240E-03,1.09713036,0.462153767
0.0005,+3.206046E-03,1.09690262,0.409525101
0.001,+3.700711E-03,1.09674356,0.277931841
0.002,+4.696058E-03,1.09660599,0.0139650846
0.003,+5.687708E-03,1.0962666,-0.249008886
0.004,+6.676028E-03,1.09627416,-0.511490409
0.005,+7.667985E-03,1.09606783,-0.774380076
0.006,+8.659977E-03,1.09609814,-1.03751476
0.007,+9.651793E-03,1.09596241,-1.30067858
0.008,+1.049985E-02,1.09566336,-1.56383143
0.009,+1.049984E-02,1.09194096,-1.82695722
0.01,+1.049983E-02,0.785918692,-2.08985274
