IL,ITOT,VOUT,VDROP
0.0001,+3.607544E-03,1.49644872,0.714565461
0.0003,+3.774343E-03,1.49646072,0.661913419
0.0005,+3.966369E-03,1.49647017,0.609310008
0.001,+4.460324E-03,1.4963344,0.477711562
0.002,+5.454527E-03,1.49633207,0.213774657
0.003,+6.445672E-03,1.49625999,-0.0493185113
0.004,+7.433845E-03,1.4962216,-0.311525694
0.005,+8.425724E-03,1.49618808,-0.574636308
0.006,+9.417278E-03,1.49607046,-0.837798201
0.007,+1.040831E-02,1.49617199,-1.10090715
0.008,+1.049984E-02,1.46288356,-1.36383207
0.009,+1.049984E-02,1.21363029,-1.62697271
0.01,+1.049984E-02,0.984626111,-1.8901038
