IL,ITOT,VOUT,VDROP
0.0001,+2.715126E-03,0.998700974,0.473766283
0.0003,+2.909070E-03,0.998709413,0.422034961
0.0005,+3.104475E-03,0.998782321,0.370241189
0.001,+3.592864E-03,0.998728413,0.240080537
0.002,+4.564172E-03,0.998796893,-0.0188163845
0.003,+5.533034E-03,0.998790661,-0.27695434
0.004,+6.506056E-03,0.998779301,-0.535871388
0.005,+7.477431E-03,0.998802363,-0.79476377
0.006,+8.449078E-03,0.998895329,-1.0536174
0.007,+9.421205E-03,0.999042527,-1.3122245
0.008,+1.039512E-02,0.999005152,-1.57102746
0.009,+1.049994E-02,0.992918962,-1.82980682
0.01,+1.049992E-02,0.740618791,-2.08854039
