IL,ITOT,VOUT,VDROP
0.0001,+3.090988E-03,1.19767709,0.572191139
0.0003,+3.282887E-03,1.19761155,0.52042334
0.0005,+3.477713E-03,1.19755415,0.468702433
0.001,+3.963116E-03,1.19758533,0.339275663
0.002,+4.938589E-03,1.1977067,0.0795917414
0.003,+5.910278E-03,1.19781152,-0.179203919
0.004,+6.878551E-03,1.19783069,-0.437374349
0.005,+7.851877E-03,1.19791742,-0.696339732
0.006,+8.823985E-03,1.1979104,-0.95522053
0.007,+9.796484E-03,1.19796167,-1.21406337
0.008,+1.049995E-02,1.19596197,-1.47266288
0.009,+1.049993E-02,1.11712388,-1.73144876
0.01,+1.049993E-02,0.859789708,-1.99014884
