IL,ITOT,VOUT,VDROP
0.0001,+3.654357E-03,1.49725676,0.719734645
0.0003,+3.847352E-03,1.4972061,0.667933146
0.0005,+4.041800E-03,1.49720038,0.616144227
0.001,+4.529288E-03,1.4971852,0.486648542
0.002,+5.504514E-03,1.49763235,0.226967911
0.003,+6.477304E-03,1.49770446,-0.0319204811
0.004,+7.445918E-03,1.49748851,-0.290028402
0.005,+8.418147E-03,1.49753398,-0.548933962
0.006,+9.390849E-03,1.49752103,-0.807906387
0.007,+1.036398E-02,1.49760105,-1.06669934
0.008,+1.049994E-02,1.44867976,-1.32533049
0.009,+1.049993E-02,1.23420104,-1.58401256
0.01,+1.049993E-02,1.00459659,-1.84278011
