IL,ITOT,VOUT,VDROP
0.0001,+3.674306E-03,0.162863254,0.713143207
0.0003,+3.861759E-03,0.175652161,0.660745796
0.0005,+4.057524E-03,0.182494343,0.608378283
0.001,+4.553643E-03,0.0952339518,0.47745879
0.002,+5.548351E-03,0.0976528106,0.214878012
0.003,+6.540753E-03,0.0950149057,-0.0468927668
0.004,+7.530076E-03,0.109412688,-0.307882423
0.005,+8.522065E-03,0.107850151,-0.56963847
0.006,+9.515522E-03,0.110655744,-0.831511741
0.007,+1.049987E-02,0.144310537,-1.09333643
0.008,+1.049987E-02,0.170546527,-1.35490147
0.009,+1.049986E-02,0.116556571,-1.61675409
0.01,+1.049985E-02,0.123105633,-1.87858699
