IL,ITOT,VOUT,VDROP
0.0001,+3.863921E-03,0.136164484,0.762763388
0.0003,+4.051280E-03,0.102400429,0.710401912
0.0005,+4.247304E-03,0.0935751247,0.658050127
0.001,+4.742425E-03,0.152744636,0.527094699
0.002,+5.734253E-03,0.154834991,0.265467113
0.003,+6.729707E-03,0.147936039,0.00279713948
0.004,+7.722229E-03,0.133554143,-0.258877797
0.005,+8.712792E-03,0.150540068,-0.520085386
0.006,+9.703661E-03,0.117842067,-0.781658167
0.007,+1.049987E-02,0.101176011,-1.04349821
0.008,+1.049986E-02,0.0916877586,-1.3053332
0.009,+1.049985E-02,0.0858103859,-1.56720187
0.01,+1.049985E-02,0.0650292749,-1.82903547
